,from,mid,last,TA,S,predict,real
469,540719,540771,540770,Default Transition,Default Rephrase,,Restating
470,540775,540777,540776,Default Transition,Default Inference,,Arguing
471,540779,540780,540778,Default Transition,Default Rephrase,,Default Illocuting
472,540783,540784,540782,Default Transition,Default Inference,,Arguing
473,540788,540789,540787,Default Transition,Default Rephrase,,Restating
474,540791,540792,540763,Default Transition,Default Rephrase,,Restating
475,540794,540795,540793,Default Transition,Default Rephrase,,Default Illocuting
476,540818,540839,540838,Default Transition,Default Rephrase,,Restating
477,540823,540841,540840,Default Transition,Default Rephrase,,Restating
478,540876,540878,540877,Default Transition,Default Inference,,Arguing
479,540836,540888,540837,Default Transition,Default Inference,,Arguing
480,540866,540891,540889,Default Transition,Default Inference,,Arguing
481,540871,540893,540892,Default Transition,Default Inference,,Arguing
482,540898,540900,540899,Default Transition,Default Inference,,Arguing
483,540914,540922,540920,Default Transition,Default Rephrase,,Restating
484,540919,540923,540921,Default Transition,Default Rephrase,,Restating
485,540928,540930,540929,Default Transition,Default Inference,,Arguing
486,540941,540943,540942,Default Transition,Default Rephrase,,Restating
487,541006,541008,541007,Default Transition,Default Inference,,Arguing
488,541017,541020,541018,Default Transition,Default Inference,,Arguing
489,541015,541021,541019,Default Transition,Default Inference,,Asserting
490,541016,541023,541022,Default Transition,Default Inference,,Rhetorical Questioning
491,541025,541028,541027,Default Transition,Default Rephrase,,Restating
492,541029,541031,541030,Default Transition,Default Inference,,Arguing
493,541033,541035,541034,Default Transition,Default Inference,,Arguing
494,541038,541040,541037,Default Transition,Default Rephrase,,Restating
495,541044,541046,541045,Default Transition,Default Rephrase,,Agreeing
496,541060,541061,541059,Default Transition,Default Rephrase,,Restating
497,541062,541064,541063,Default Transition,Default Inference,,Arguing
498,541065,541067,541066,Default Transition,Default Inference,,Arguing
499,541085,541087,541086,Default Transition,Default Rephrase,,Restating
500,541074,541088,541075,Default Transition,Default Inference,,Arguing
501,541111,541117,541116,Default Transition,Default Inference,,Arguing
502,541119,541120,541118,Default Transition,Default Rephrase,,Restating
503,541126,541127,541125,Default Transition,Default Rephrase,,Restating
504,541132,541134,541133,Default Transition,Default Inference,,Arguing
505,541286,541289,541288,Default Transition,Default Conflict,,Disagreeing
506,541299,541303,541301,Default Transition,Default Rephrase,,Restating
507,541313,541317,541315,Default Transition,Default Inference,,Arguing
508,541327,541331,541329,Default Transition,Default Inference,,Arguing
509,541342,541346,541344,Default Transition,Default Rephrase,,Restating
510,541356,541360,541358,Default Transition,Default Inference,,Arguing
511,541370,541373,541372,Default Transition,Default Rephrase,,Restating
512,541405,541409,541407,Default Transition,Default Rephrase,,Restating
513,541426,541428,541424,Default Transition,Default Rephrase,,Restating
514,541438,541442,541440,Default Transition,Default Conflict,,Disagreeing
515,541471,541474,541473,Default Transition,Default Rephrase,,Restating
516,541484,541486,541485,Default Transition,Default Rephrase,,Restating
517,541491,541493,541492,Default Transition,Default Inference,,Arguing
518,541498,541500,541499,Default Transition,Default Rephrase,,Restating
519,541506,541510,541509,Default Transition,Default Conflict,,Disagreeing
520,541507,541511,541508,Default Transition,Default Rephrase,,Restating
521,541514,541515,541513,Default Transition,Default Rephrase,,Restating
522,541524,541525,541523,Default Transition,Default Inference,,Arguing
523,541527,541529,541528,Default Transition,Default Conflict,,Disagreeing
524,541531,541533,541532,Default Transition,Default Rephrase,,Restating
525,541538,541539,541537,Default Transition,Default Rephrase,,Restating
526,541545,541546,541544,Default Transition,Default Conflict,,Disagreeing
527,541548,541550,541549,Default Transition,Default Conflict,,Disagreeing
528,541553,541554,541552,Default Transition,Default Inference,,Arguing
529,541519,541557,541556,Default Transition,Default Inference,,Arguing
530,541535,541559,541558,Default Transition,Default Inference,,Arguing
531,541561,541562,541560,Default Transition,Default Inference,,Arguing
532,541543,541564,541563,Default Transition,Default Inference,,Arguing
533,541566,541567,541565,Default Transition,Default Rephrase,,Restating
534,541571,541572,541570,Default Transition,Default Rephrase,,Restating
535,541574,541575,541573,Default Transition,Default Rephrase,,Restating
536,541591,541592,541589,Default Transition,Default Rephrase,,Restating
537,541590,541594,541593,Default Transition,Default Inference,,Arguing
538,541595,541597,541596,Default Transition,Default Rephrase,,Restating
539,541601,541603,541602,Default Transition,Default Rephrase,,Restating
540,541606,541608,541607,Default Transition,Default Rephrase,,Restating
541,541610,541611,541609,Default Transition,Default Inference,,Arguing
542,541615,541617,541616,Default Transition,Default Inference,,Arguing
543,541614,541619,541618,Default Transition,Default Inference,,Arguing
544,541621,541623,541622,Default Transition,Default Conflict,,Disagreeing
545,541632,541639,541638,Default Transition,Default Rephrase,,Restating
546,541644,541646,541645,Default Transition,Default Inference,,Arguing
547,541656,541664,541657,Default Transition,Default Inference,,Arguing
548,541662,541665,541663,Default Transition,Default Inference,,Arguing
549,541671,541673,541672,Default Transition,Default Inference,,Arguing
550,541651,541675,541674,Default Transition,Default Conflict,,Disagreeing
551,541677,541678,541676,Default Transition,Default Rephrase,,Restating
552,541715,541717,541716,Default Transition,Default Inference,,Arguing
553,541741,541748,541747,Default Transition,Default Inference,,Arguing
554,541758,541764,541763,Default Transition,Default Rephrase,,Restating
555,541774,541776,541775,Default Transition,Default Inference,,Arguing
556,541788,541789,541787,Default Transition,Default Inference,,Arguing
557,541799,541801,541800,Default Transition,Default Rephrase,,Restating
558,541806,541808,541807,Default Transition,Default Rephrase,,Restating
559,541829,541831,541830,Default Transition,Default Inference,,Arguing
560,541786,541833,541832,Default Transition,Default Inference,,Arguing
561,541794,541835,541834,Default Transition,Default Inference,,Arguing
562,541837,541839,541838,Default Transition,Default Inference,,Arguing
563,541907,541909,541908,Default Transition,Default Rephrase,,Restating
564,541911,541912,541910,Default Transition,Default Rephrase,,Restating
565,541915,541917,541913,Default Transition,Default Rephrase,,Restating
566,541926,541930,541922,Default Transition,Default Inference,,Arguing
567,541928,541932,541924,Default Transition,Default Inference,,Arguing
568,541938,541940,541936,Default Transition,Default Rephrase,,Restating
569,541946,541948,541944,Default Transition,Default Rephrase,,Default Illocuting
570,541953,541955,541951,Default Transition,Default Inference,,Arguing
571,541959,541961,541957,Default Transition,Default Rephrase,,Restating
572,541905,541965,541963,Default Transition,Default Rephrase,,Restating
573,542092,542094,542090,Default Transition,Default Inference,,Arguing
574,542093,542095,542091,Default Transition,Default Conflict,,Disagreeing
575,542111,542113,542104,Default Transition,Default Rephrase,,Restating
576,542112,542114,542110,Default Transition,Default Rephrase,,Restating
577,542131,542135,542129,Default Transition,Default Inference,,Arguing
578,542133,542137,542126,Default Transition,Default Conflict,,Disagreeing
579,542159,542161,542157,Default Transition,Default Inference,,Arguing
580,542160,542163,542162,Default Transition,Default Inference,,Arguing
581,542178,542180,542179,Default Transition,Default Inference,,Arguing
582,542185,542196,542195,Default Transition,Default Inference,,Arguing
583,542205,542208,542207,Default Transition,Default Inference,,Arguing
584,542225,542226,542224,Default Transition,Default Rephrase,,Restating
585,542236,542238,542237,Default Transition,Default Inference,,Arguing
586,542249,542252,542251,Default Transition,Default Inference,,Arguing
587,542254,542255,542253,Default Transition,Default Rephrase,,Restating
588,542257,542258,542256,Default Transition,Default Inference,,Arguing
589,542268,542270,542269,Default Transition,Default Inference,,Arguing
590,542295,542297,542296,Default Transition,Default Rephrase,,Restating
591,542290,542299,542298,Default Transition,Default Conflict,,Disagreeing
592,542310,542311,542309,Default Transition,Default Inference,,Arguing
593,542330,542332,542331,Default Transition,Default Inference,,Arguing
594,542338,542339,542337,Default Transition,Default Rephrase,,Default Illocuting
595,542340,542342,542341,Default Transition,Default Rephrase,,Default Illocuting
596,542353,542357,542355,Default Transition,Default Rephrase,,Restating
597,542367,542371,542369,Default Transition,Default Inference,,Arguing
598,542390,542397,542395,Default Transition,Default Inference,,Arguing
599,542393,542401,542399,Default Transition,Default Inference,,Arguing
600,542411,542418,542415,Default Transition,Default Inference,,Arguing
601,542394,542398,542396,Default Transition,Default Inference,,Arguing
602,542384,542403,542400,Default Transition,Default Inference,,Arguing
603,542426,542430,542428,Default Transition,Default Rephrase,,Restating
604,542450,542454,542452,Default Transition,Default Inference,,Arguing
605,542374,542491,542489,Default Transition,Default Inference,,Arguing
606,542496,542498,542493,Default Transition,Default Rephrase,,Restating
607,542502,542504,542500,Default Transition,Default Rephrase,,Restating
608,542506,542510,542508,Default Transition,Default Inference,,Arguing
609,542441,542443,542439,Default Transition,Default Rephrase,,Restating
610,542453,542457,542455,Default Transition,Default Inference,,Arguing
611,542481,542485,542483,Default Transition,Default Inference,,Arguing
612,542490,542492,542487,Default Transition,Default Inference,,Arguing
613,542512,542513,542511,Default Transition,Default Inference,,Arguing
614,542571,542573,542572,Default Transition,Default Inference,,Arguing
615,542581,542585,542583,Default Transition,Default Inference,,Arguing
616,542625,542629,542627,Default Transition,Default Rephrase,,Restating
