from,mid,last,L,I,predict,real
512636,512637,512638,James Graham : in order to play that active role in reactivating the economy,in order that we can play an active role in reactivating the economy,,Asserting
512643,512644,512645,James Graham : it is vital it rolls out as effectively and as soon as possible,it is vital the test and trace app rolls out as effectively and as soon as possible,,Asserting
512648,512649,512650,James Graham : not only because of our safety,the test and trace app must roll out as effectively and as soon as possible for our safety,,Asserting
512659,512660,512661,James Graham : people need that sense of confidence so we can beginning re-opening our economy,people need that sense of confidence brought by the test and traced app so we can beginning re-opening our economy,,Asserting
512663,512664,512665,"James Graham :  I think there will be a huge benefit to a test that can give an answer in 20 minutes for, say, film and television production",there will be a huge benefit to a test that can give an answer in 20 minutes for film and television production,,Asserting
511664,512668,511666,James Graham : That's not the most important thing in the world,film and television production is not the most important thing in the world,,Asserting
512671,512672,512673,James Graham : it's a vital sector,film and television is a vital sector,,Asserting
512675,512676,512677,James Graham : it's got lots of people through the lockdown,film and television has gotten lots of people through the lockdown,,Asserting
511679,512683,512684,James Graham : People are going to start to see the autumn schedules clearing themselves of British dramas,people are going to start to see the autumn television schedules clearing themselves of British dramas,,Asserting
512687,512688,512689,"James Graham : They need to fight, hug and kiss each other, unless you want terrible dramas","for filming dramas the actors need to fight, hug and kiss each other, unless you want terrible dramas",,Asserting
511705,512693,512694,James Graham : This stuff does matter,the film and television schedules matter,,Asserting
512699,512700,512701,James Graham : It is not the priority,the film and television sector is not the priority,,Asserting
512706,512707,511714,James Graham : I think confidence that people can work safely,confidence that people can work safely is incredibly vital,,Asserting
511717,512710,511719,James Graham : people who are returning to our city and town centres can eat and drink and re-invest in the economies is incredibly vital,people who are returning to our city and town centres can eat and drink and re-invest in the economies is incredibly vital,,Asserting
512717,512718,512719,Camilla Tominey : the lockdown did come in time for the peak,the lockdown came in time for the peak of the virus,,Asserting
512722,512723,512724,Camilla Tominey : there is an argument to say if we had locked down earlier whether people would have psychologically been ready for it and obeyed it,there is an argument to say if we had locked down earlier whether people would have psychologically been ready for it and obeyed it,,Asserting
